 ,Label,Area,X,Y,XM,YM
46,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,169.022,58.950,169.022,58.950
47,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,136.384,59.521,136.384,59.521
48,Substack (80-200):c:1/2; t:80/200 - Series 1,2.785,97.648,60.704,97.648,60.704
49,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,90.316,62.252,90.316,62.252
50,Substack (80-200):c:1/2; t:80/200 - Series 1,3.171,143.941,62.245,143.941,62.245
51,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,150.690,61.857,150.690,61.857
52,Substack (80-200):c:1/2; t:80/200 - Series 1,2.871,96.355,63.646,96.355,63.646
53,Substack (80-200):c:1/2; t:80/200 - Series 1,2.485,117.326,63.545,117.326,63.545
54,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,168.137,63.696,168.137,63.696
55,Substack (80-200):c:1/2; t:80/200 - Series 1,2.314,142.109,64.220,142.109,64.220
56,Substack (80-200):c:1/2; t:80/200 - Series 1,2.699,86.948,65.430,86.948,65.430
57,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,153.618,63.984,153.618,63.984
58,Substack (80-200):c:1/2; t:80/200 - Series 1,4.413,112.281,65.477,112.281,65.477
59,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,157.775,65.547,157.775,65.547
60,Substack (80-200):c:1/2; t:80/200 - Series 1,2.442,116.862,65.723,116.862,65.723
61,Substack (80-200):c:1/2; t:80/200 - Series 1,2.271,91.789,66.094,91.789,66.094
62,Substack (80-200):c:1/2; t:80/200 - Series 1,2.442,65.417,66.772,65.417,66.772
63,Substack (80-200):c:1/2; t:80/200 - Series 1,2.442,96.279,66.427,96.279,66.427
64,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,63.834,67.953,63.834,67.953
65,Substack (80-200):c:1/2; t:80/200 - Series 1,2.785,99.585,70.579,99.585,70.579
66,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,161.363,69.071,161.363,69.071
67,Substack (80-200):c:1/2; t:80/200 - Series 1,2.614,125.865,70.840,125.865,70.840
68,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,130.965,71.823,130.965,71.823
69,Substack (80-200):c:1/2; t:80/200 - Series 1,4.885,167.109,71.341,167.109,71.341
70,Substack (80-200):c:1/2; t:80/200 - Series 1,2.142,95.642,72.322,95.642,72.322
71,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,83.242,72.068,83.242,72.068
72,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,162.358,72.580,162.358,72.580
73,Substack (80-200):c:1/2; t:80/200 - Series 1,5.356,120.006,74.266,120.006,74.266
74,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,166.946,73.761,166.946,73.761
75,Substack (80-200):c:1/2; t:80/200 - Series 1,3.257,131.053,74.860,131.053,74.860
76,Substack (80-200):c:1/2; t:80/200 - Series 1,5.570,84.606,76.789,84.606,76.789
77,Substack (80-200):c:1/2; t:80/200 - Series 1,2.742,110.014,78.637,110.014,78.637
78,Substack (80-200):c:1/2; t:80/200 - Series 1,2.314,30.272,78.200,30.272,78.200
79,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,111.859,78.722,111.859,78.722
80,Substack (80-200):c:1/2; t:80/200 - Series 1,5.656,119.317,80.543,119.317,80.543
81,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,169.894,78.886,169.894,78.886
82,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,8.026,79.967,8.026,79.967
83,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,114.455,81.500,114.455,81.500
84,Substack (80-200):c:1/2; t:80/200 - Series 1,2.742,124.029,81.998,124.029,81.998
85,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,129.315,82.326,129.315,82.326
86,Substack (80-200):c:1/2; t:80/200 - Series 1,2.271,149.882,81.896,149.882,81.896
87,Substack (80-200):c:1/2; t:80/200 - Series 1,4.499,122.703,85.265,122.703,85.265
88,Substack (80-200):c:1/2; t:80/200 - Series 1,2.485,150.179,84.299,150.179,84.299
89,Substack (80-200):c:1/2; t:80/200 - Series 1,2.614,114.395,86.066,114.395,86.066
90,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,85.892,86.202,85.892,86.202
91,Substack (80-200):c:1/2; t:80/200 - Series 1,5.613,166.925,85.485,166.925,85.485
92,Substack (80-200):c:1/2; t:80/200 - Series 1,2.442,154.257,86.826,154.257,86.826
93,Substack (80-200):c:1/2; t:80/200 - Series 1,5.613,53.105,86.897,53.105,86.897
94,Substack (80-200):c:1/2; t:80/200 - Series 1,2.914,115.186,88.903,115.186,88.903
95,Substack (80-200):c:1/2; t:80/200 - Series 1,2.228,123.197,88.620,123.197,88.620
96,Substack (80-200):c:1/2; t:80/200 - Series 1,3.728,64.212,87.943,64.212,87.943
97,Substack (80-200):c:1/2; t:80/200 - Series 1,3.514,161.591,88.311,161.591,88.311
98,Substack (80-200):c:1/2; t:80/200 - Series 1,3.771,50.042,88.050,50.042,88.050
99,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,144.506,89.263,144.506,89.263
100,Substack (80-200):c:1/2; t:80/200 - Series 1,2.699,147.810,89.376,147.810,89.376
101,Substack (80-200):c:1/2; t:80/200 - Series 1,5.956,170.535,90.533,170.535,90.533
102,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,164.782,93.277,164.782,93.277
103,Substack (80-200):c:1/2; t:80/200 - Series 1,3.556,138.277,92.044,138.277,92.044
104,Substack (80-200):c:1/2; t:80/200 - Series 1,4.799,123.352,94.490,123.352,94.490
105,Substack (80-200):c:1/2; t:80/200 - Series 1,2.142,151.342,93.953,151.342,93.953
106,Substack (80-200):c:1/2; t:80/200 - Series 1,5.013,158.260,95.596,158.260,95.596
107,Substack (80-200):c:1/2; t:80/200 - Series 1,2.442,101.348,96.635,101.348,96.635
108,Substack (80-200):c:1/2; t:80/200 - Series 1,3.342,121.947,96.398,121.947,96.398
109,Substack (80-200):c:1/2; t:80/200 - Series 1,4.242,131.256,97.159,131.256,97.159
110,Substack (80-200):c:1/2; t:80/200 - Series 1,4.842,116.291,98.410,116.291,98.410
111,Substack (80-200):c:1/2; t:80/200 - Series 1,4.199,123.691,101.200,123.691,101.200
112,Substack (80-200):c:1/2; t:80/200 - Series 1,4.542,151.034,100.791,151.034,100.791
113,Substack (80-200):c:1/2; t:80/200 - Series 1,5.699,76.440,103.199,76.440,103.199
114,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,91.817,103.236,91.817,103.236
115,Substack (80-200):c:1/2; t:80/200 - Series 1,2.828,138.988,102.989,138.988,102.989
116,Substack (80-200):c:1/2; t:80/200 - Series 1,5.613,166.669,104.003,166.669,104.003
117,Substack (80-200):c:1/2; t:80/200 - Series 1,3.985,157.777,104.972,157.777,104.972
118,Substack (80-200):c:1/2; t:80/200 - Series 1,5.099,131.660,105.983,131.660,105.983
119,Substack (80-200):c:1/2; t:80/200 - Series 1,2.485,76.251,106.469,76.251,106.469
120,Substack (80-200):c:1/2; t:80/200 - Series 1,5.142,113.912,106.043,113.912,106.043
121,Substack (80-200):c:1/2; t:80/200 - Series 1,3.642,49.735,107.770,49.735,107.770
122,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,71.822,107.920,71.822,107.920
123,Substack (80-200):c:1/2; t:80/200 - Series 1,2.400,151.324,107.034,151.324,107.034
124,Substack (80-200):c:1/2; t:80/200 - Series 1,5.142,64.098,108.189,64.098,108.189
125,Substack (80-200):c:1/2; t:80/200 - Series 1,3.728,108.003,108.122,108.003,108.122
126,Substack (80-200):c:1/2; t:80/200 - Series 1,2.871,135.963,110.348,135.963,110.348
127,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,106.619,111.000,106.619,111.000
128,Substack (80-200):c:1/2; t:80/200 - Series 1,3.642,159.065,110.313,159.065,110.313
129,Substack (80-200):c:1/2; t:80/200 - Series 1,2.614,130.812,111.212,130.812,111.212
130,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,57.473,109.602,57.473,109.602
131,Substack (80-200):c:1/2; t:80/200 - Series 1,4.114,97.422,112.235,97.422,112.235
132,Substack (80-200):c:1/2; t:80/200 - Series 1,2.271,79.966,111.290,79.966,111.290
133,Substack (80-200):c:1/2; t:80/200 - Series 1,2.614,77.566,112.040,77.566,112.040
134,Substack (80-200):c:1/2; t:80/200 - Series 1,2.271,70.484,112.626,70.484,112.626
135,Substack (80-200):c:1/2; t:80/200 - Series 1,3.257,121.215,113.128,121.215,113.128
136,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,99.163,113.995,99.163,113.995
137,Substack (80-200):c:1/2; t:80/200 - Series 1,2.871,61.101,113.960,61.101,113.960
138,Substack (80-200):c:1/2; t:80/200 - Series 1,3.214,76.625,113.352,76.625,113.352
139,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,155.260,114.409,155.260,114.409
140,Substack (80-200):c:1/2; t:80/200 - Series 1,5.570,55.986,114.852,55.986,114.852
141,Substack (80-200):c:1/2; t:80/200 - Series 1,2.485,160.457,115.713,160.457,115.713
142,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,123.881,114.240,123.881,114.240
143,Substack (80-200):c:1/2; t:80/200 - Series 1,4.628,133.406,116.242,133.406,116.242
144,Substack (80-200):c:1/2; t:80/200 - Series 1,2.699,130.606,116.056,130.606,116.056
145,Substack (80-200):c:1/2; t:80/200 - Series 1,5.613,147.987,116.959,147.987,116.959
146,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,88.433,115.817,88.433,115.817
147,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,123.228,115.603,123.228,115.603
148,Substack (80-200):c:1/2; t:80/200 - Series 1,2.914,95.738,116.943,95.738,116.943
149,Substack (80-200):c:1/2; t:80/200 - Series 1,2.742,104.079,117.379,104.079,117.379
150,Substack (80-200):c:1/2; t:80/200 - Series 1,3.771,156.911,118.738,156.911,118.738
151,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,69.345,118.788,69.345,118.788
152,Substack (80-200):c:1/2; t:80/200 - Series 1,2.785,121.141,118.797,121.141,118.797
153,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,85.255,119.001,85.255,119.001
154,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,128.961,119.893,128.961,119.893
155,Substack (80-200):c:1/2; t:80/200 - Series 1,3.599,161.184,122.216,161.184,122.216
156,Substack (80-200):c:1/2; t:80/200 - Series 1,2.699,140.798,121.563,140.798,121.563
157,Substack (80-200):c:1/2; t:80/200 - Series 1,5.485,144.234,123.704,144.234,123.704
158,Substack (80-200):c:1/2; t:80/200 - Series 1,4.328,70.623,123.074,70.623,123.074
159,Substack (80-200):c:1/2; t:80/200 - Series 1,2.742,136.471,121.422,136.471,121.422
160,Substack (80-200):c:1/2; t:80/200 - Series 1,2.828,14.035,123.623,14.035,123.623
161,Substack (80-200):c:1/2; t:80/200 - Series 1,3.428,138.936,122.389,138.936,122.389
162,Substack (80-200):c:1/2; t:80/200 - Series 1,4.413,134.919,123.055,134.919,123.055
163,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,155.489,123.272,155.489,123.272
164,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,138.128,124.438,138.128,124.438
165,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,163.379,124.144,163.379,124.144
166,Substack (80-200):c:1/2; t:80/200 - Series 1,2.485,120.827,124.414,120.827,124.414
167,Substack (80-200):c:1/2; t:80/200 - Series 1,5.870,157.000,124.870,157.000,124.870
168,Substack (80-200):c:1/2; t:80/200 - Series 1,5.013,50.799,126.756,50.799,126.756
169,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,151.199,125.454,151.199,125.454
170,Substack (80-200):c:1/2; t:80/200 - Series 1,3.942,163.724,125.136,163.724,125.136
171,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,48.761,126.589,48.761,126.589
172,Substack (80-200):c:1/2; t:80/200 - Series 1,3.342,83.819,125.498,83.819,125.498
173,Substack (80-200):c:1/2; t:80/200 - Series 1,3.771,98.751,126.536,98.751,126.536
174,Substack (80-200):c:1/2; t:80/200 - Series 1,2.185,110.422,126.406,110.422,126.406
175,Substack (80-200):c:1/2; t:80/200 - Series 1,2.400,156.019,125.838,156.019,125.838
176,Substack (80-200):c:1/2; t:80/200 - Series 1,3.471,125.185,127.513,125.185,127.513
177,Substack (80-200):c:1/2; t:80/200 - Series 1,5.056,96.232,127.563,96.232,127.563
178,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,146.569,127.719,146.569,127.719
179,Substack (80-200):c:1/2; t:80/200 - Series 1,2.914,162.041,127.634,162.041,127.634
180,Substack (80-200):c:1/2; t:80/200 - Series 1,3.128,80.181,128.702,80.181,128.702
181,Substack (80-200):c:1/2; t:80/200 - Series 1,2.485,83.403,128.322,83.403,128.322
182,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,115.055,130.114,115.055,130.114
183,Substack (80-200):c:1/2; t:80/200 - Series 1,2.914,101.290,129.485,101.290,129.485
184,Substack (80-200):c:1/2; t:80/200 - Series 1,4.028,106.413,129.589,106.413,129.589
185,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,123.276,129.556,123.276,129.556
186,Substack (80-200):c:1/2; t:80/200 - Series 1,3.299,75.438,131.014,75.438,131.014
187,Substack (80-200):c:1/2; t:80/200 - Series 1,2.314,79.588,131.384,79.588,131.384
188,Substack (80-200):c:1/2; t:80/200 - Series 1,2.142,127.231,131.813,127.231,131.813
189,Substack (80-200):c:1/2; t:80/200 - Series 1,3.257,100.942,131.456,100.942,131.456
190,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,169.491,132.156,169.491,132.156
191,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,44.410,132.654,44.410,132.654
192,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,90.853,132.813,90.853,132.813
193,Substack (80-200):c:1/2; t:80/200 - Series 1,2.699,89.350,134.322,89.350,134.322
194,Substack (80-200):c:1/2; t:80/200 - Series 1,4.842,110.568,133.305,110.568,133.305
195,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,77.533,134.973,77.533,134.973
196,Substack (80-200):c:1/2; t:80/200 - Series 1,3.042,139.630,133.621,139.630,133.621
197,Substack (80-200):c:1/2; t:80/200 - Series 1,3.042,53.874,133.557,53.874,133.557
198,Substack (80-200):c:1/2; t:80/200 - Series 1,4.542,106.369,136.169,106.369,136.169
199,Substack (80-200):c:1/2; t:80/200 - Series 1,2.314,140.434,134.995,140.434,134.995
200,Substack (80-200):c:1/2; t:80/200 - Series 1,2.228,96.490,136.596,96.490,136.596
201,Substack (80-200):c:1/2; t:80/200 - Series 1,2.185,139.009,135.867,139.009,135.867
202,Substack (80-200):c:1/2; t:80/200 - Series 1,3.814,140.438,137.505,140.438,137.505
203,Substack (80-200):c:1/2; t:80/200 - Series 1,2.871,82.452,137.990,82.452,137.990
204,Substack (80-200):c:1/2; t:80/200 - Series 1,4.585,126.782,137.950,126.782,137.950
205,Substack (80-200):c:1/2; t:80/200 - Series 1,2.400,110.930,138.934,110.930,138.934
206,Substack (80-200):c:1/2; t:80/200 - Series 1,4.371,144.904,140.989,144.904,140.989
207,Substack (80-200):c:1/2; t:80/200 - Series 1,2.828,48.294,141.083,48.294,141.083
208,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,49.847,140.614,49.847,140.614
209,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,42.025,139.548,42.025,139.548
210,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,139.867,140.048,139.867,140.048
211,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,142.215,142.764,142.215,142.764
212,Substack (80-200):c:1/2; t:80/200 - Series 1,2.614,35.185,142.306,35.185,142.306
213,Substack (80-200):c:1/2; t:80/200 - Series 1,2.400,146.563,143.832,146.563,143.832
214,Substack (80-200):c:1/2; t:80/200 - Series 1,3.085,126.621,142.994,126.621,142.994
215,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,139.332,144.932,139.332,144.932
216,Substack (80-200):c:1/2; t:80/200 - Series 1,2.271,110.989,144.875,110.989,144.875
217,Substack (80-200):c:1/2; t:80/200 - Series 1,2.142,33.203,144.209,33.203,144.209
218,Substack (80-200):c:1/2; t:80/200 - Series 1,3.257,57.979,145.420,57.979,145.420
219,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,145.140,146.664,145.140,146.664
220,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,55.790,146.126,55.790,146.126
221,Substack (80-200):c:1/2; t:80/200 - Series 1,2.871,91.545,147.735,91.545,147.735
222,Substack (80-200):c:1/2; t:80/200 - Series 1,2.400,100.924,147.499,100.924,147.499
223,Substack (80-200):c:1/2; t:80/200 - Series 1,2.957,158.237,148.772,158.237,148.772
224,Substack (80-200):c:1/2; t:80/200 - Series 1,2.785,153.541,148.949,153.541,148.949
225,Substack (80-200):c:1/2; t:80/200 - Series 1,2.142,56.080,147.310,56.080,147.310
226,Substack (80-200):c:1/2; t:80/200 - Series 1,3.042,114.688,147.974,114.688,147.974
227,Substack (80-200):c:1/2; t:80/200 - Series 1,2.999,136.425,148.363,136.425,148.363
228,Substack (80-200):c:1/2; t:80/200 - Series 1,2.314,145.763,150.121,145.763,150.121
229,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,90.791,150.396,90.791,150.396
230,Substack (80-200):c:1/2; t:80/200 - Series 1,2.657,142.576,149.103,142.576,149.103
231,Substack (80-200):c:1/2; t:80/200 - Series 1,2.014,103.502,149.527,103.502,149.527
232,Substack (80-200):c:1/2; t:80/200 - Series 1,2.185,62.776,150.994,62.776,150.994
233,Substack (80-200):c:1/2; t:80/200 - Series 1,2.228,71.116,152.026,71.116,152.026
234,Substack (80-200):c:1/2; t:80/200 - Series 1,2.957,96.173,151.649,96.173,151.649
235,Substack (80-200):c:1/2; t:80/200 - Series 1,2.914,143.667,151.777,143.667,151.777
236,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,122.609,152.481,122.609,152.481
237,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,80.263,152.692,80.263,152.692
238,Substack (80-200):c:1/2; t:80/200 - Series 1,2.271,99.686,152.362,99.686,152.362
239,Substack (80-200):c:1/2; t:80/200 - Series 1,2.785,65.009,152.825,65.009,152.825
240,Substack (80-200):c:1/2; t:80/200 - Series 1,3.257,91.361,154.253,91.361,154.253
241,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,133.048,154.399,133.048,154.399
242,Substack (80-200):c:1/2; t:80/200 - Series 1,2.228,98.878,153.705,98.878,153.705
243,Substack (80-200):c:1/2; t:80/200 - Series 1,2.400,98.273,154.588,98.273,154.588
244,Substack (80-200):c:1/2; t:80/200 - Series 1,3.814,120.377,156.949,120.377,156.949
245,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,99.923,156.309,99.923,156.309
246,Substack (80-200):c:1/2; t:80/200 - Series 1,4.713,115.367,161.752,115.367,161.752
247,Substack (80-200):c:1/2; t:80/200 - Series 1,2.571,109.617,159.970,109.617,159.970
248,Substack (80-200):c:1/2; t:80/200 - Series 1,4.499,72.130,162.561,72.130,162.561
249,Substack (80-200):c:1/2; t:80/200 - Series 1,4.071,128.064,162.137,128.064,162.137
250,Substack (80-200):c:1/2; t:80/200 - Series 1,2.528,123.360,161.771,123.360,161.771
251,Substack (80-200):c:1/2; t:80/200 - Series 1,2.357,50.849,162.982,50.849,162.982
252,Substack (80-200):c:1/2; t:80/200 - Series 1,2.442,79.366,163.307,79.366,163.307
253,Substack (80-200):c:1/2; t:80/200 - Series 1,3.771,122.958,164.885,122.958,164.885
254,Substack (80-200):c:1/2; t:80/200 - Series 1,5.570,140.875,164.818,140.875,164.818
255,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,122.462,166.739,122.462,166.739
256,Substack (80-200):c:1/2; t:80/200 - Series 1,2.100,117.033,166.122,117.033,166.122
257,Substack (80-200):c:1/2; t:80/200 - Series 1,2.057,106.859,167.855,106.859,167.855
258,Substack (80-200):c:1/2; t:80/200 - Series 1,2.142,108.758,171.611,108.758,171.611
259,Substack (80-200):c:1/2; t:81/200 - Series 1,2.785,146.561,5.272,146.561,5.272
260,Substack (80-200):c:1/2; t:81/200 - Series 1,2.571,96.048,13.255,96.048,13.255
261,Substack (80-200):c:1/2; t:81/200 - Series 1,2.271,170.972,14.586,170.972,14.586
262,Substack (80-200):c:1/2; t:81/200 - Series 1,2.057,127.616,12.709,127.616,12.709
263,Substack (80-200):c:1/2; t:81/200 - Series 1,2.185,168.285,15.503,168.285,15.503
264,Substack (80-200):c:1/2; t:81/200 - Series 1,2.828,136.115,14.960,136.115,14.960
265,Substack (80-200):c:1/2; t:81/200 - Series 1,4.713,60.675,16.327,60.675,16.327
266,Substack (80-200):c:1/2; t:81/200 - Series 1,3.257,111.459,17.260,111.459,17.260
267,Substack (80-200):c:1/2; t:81/200 - Series 1,2.657,130.554,16.206,130.554,16.206
268,Substack (80-200):c:1/2; t:81/200 - Series 1,4.885,111.956,20.253,111.956,20.253
269,Substack (80-200):c:1/2; t:81/200 - Series 1,4.713,150.532,22.460,150.532,22.460
270,Substack (80-200):c:1/2; t:81/200 - Series 1,2.914,48.021,23.138,48.021,23.138
271,Substack (80-200):c:1/2; t:81/200 - Series 1,2.314,118.097,26.366,118.097,26.366
272,Substack (80-200):c:1/2; t:81/200 - Series 1,2.914,134.845,26.794,134.845,26.794
273,Substack (80-200):c:1/2; t:81/200 - Series 1,2.485,93.789,28.798,93.789,28.798
274,Substack (80-200):c:1/2; t:81/200 - Series 1,2.314,103.293,30.533,103.293,30.533
275,Substack (80-200):c:1/2; t:81/200 - Series 1,4.071,148.398,32.585,148.398,32.585
276,Substack (80-200):c:1/2; t:81/200 - Series 1,2.699,110.727,32.566,110.727,32.566
277,Substack (80-200):c:1/2; t:81/200 - Series 1,3.471,112.686,34.560,112.686,34.560
278,Substack (80-200):c:1/2; t:81/200 - Series 1,2.014,50.889,36.113,50.889,36.113
279,Substack (80-200):c:1/2; t:81/200 - Series 1,2.828,153.465,36.504,153.465,36.504
280,Substack (80-200):c:1/2; t:81/200 - Series 1,2.871,140.474,38.161,140.474,38.161
281,Substack (80-200):c:1/2; t:81/200 - Series 1,2.400,102.672,37.707,102.672,37.707
282,Substack (80-200):c:1/2; t:81/200 - Series 1,2.657,101.136,39.146,101.136,39.146
283,Substack (80-200):c:1/2; t:81/200 - Series 1,2.914,83.783,39.281,83.783,39.281
284,Substack (80-200):c:1/2; t:81/200 - Series 1,2.057,82.766,40.136,82.766,40.136
285,Substack (80-200):c:1/2; t:81/200 - Series 1,2.957,107.372,40.643,107.372,40.643
286,Substack (80-200):c:1/2; t:81/200 - Series 1,4.371,128.693,42.567,128.693,42.567
287,Substack (80-200):c:1/2; t:81/200 - Series 1,2.185,83.577,40.818,83.577,40.818
288,Substack (80-200):c:1/2; t:81/200 - Series 1,2.657,148.155,41.580,148.155,41.580
289,Substack (80-200):c:1/2; t:81/200 - Series 1,3.257,115.228,43.868,115.228,43.868
290,Substack (80-200):c:1/2; t:81/200 - Series 1,4.542,90.631,44.691,90.631,44.691
